participant_id	species
sub-uoftRat02	rattus norvegicus
sub-uoftRat04	rattus norvegicus
sub-uoftRat07	rattus norvegicus
sub-uoftRat08	rattus norvegicus
sub-uoftRat09	rattus norvegicus
sub-uoftRat10	rattus norvegicus
sub-uoftRat16	rattus norvegicus
sub-uoftRat17	rattus norvegicus
